Category,Provider label,Provider ID,Endpoint,Name,Price model,USD unit price,USD base fee,Units per charge,Unit label,Verified tag,Listing URL,Public evidence URL,Licence status,Execution status
Finance,Nasdaq,nasdaq,/get_stock_earnings,Get earnings results,PER_CALL,0.01,0,1,call,true,https://monid.ai/tools/nasdaq,https://api.monid.ai/public/v1/providers/nasdaq/endpoints/get_stock_earnings,Downstream customer rights not established by this listing,Public metadata only; no paid run
Finance,Nasdaq,nasdaq,/get_stock_historical_quotes,Get historical quotes,PER_CALL,0.01,0,1,call,true,https://monid.ai/tools/nasdaq,https://api.monid.ai/public/v1/providers/nasdaq/endpoints/get_stock_historical_quotes,Downstream customer rights not established by this listing,Public metadata only; no paid run
Finance,StockAnalysis,stockanalysis,/search_stocks,Search stocks,PER_CALL,0.01,0,1,call,true,https://monid.ai/tools/stockanalysis,https://api.monid.ai/public/v1/providers/stockanalysis/endpoints/search_stocks,Downstream customer rights not established by this listing,Public metadata only; no paid run
Finance,SECForm4,secform4,/get_insider_sales,Get insider sales,PER_CALL,0.01,0,1,call,true,https://monid.ai/tools/secform4,https://api.monid.ai/public/v1/providers/secform4/endpoints/get_insider_sales,Downstream customer rights not established by this listing,Public metadata only; no paid run
Finance,MarketBeat,marketbeat,/get_stock_overview,Get stock overview,PER_CALL,0.01,0,1,call,true,https://monid.ai/tools/marketbeat,https://api.monid.ai/public/v1/providers/marketbeat/endpoints/get_stock_overview,Downstream customer rights not established by this listing,Public metadata only; no paid run
Finance,StockAnalysis,stockanalysis,/get_stock_financials_income,Get income statement,PER_CALL,0.01,0,1,call,true,https://monid.ai/tools/stockanalysis,https://api.monid.ai/public/v1/providers/stockanalysis/endpoints/get_stock_financials_income,Downstream customer rights not established by this listing,Public metadata only; no paid run
Finance,MarketBeat,marketbeat,/get_earnings,Get earnings,PER_CALL,0.01,0,1,call,true,https://monid.ai/tools/marketbeat,https://api.monid.ai/public/v1/providers/marketbeat/endpoints/get_earnings,Downstream customer rights not established by this listing,Public metadata only; no paid run
Finance,DefiLlama,defillama,/equities/v1/summary,/equities/v1/summary,PER_CALL,0.0006,0,1,call,true,https://monid.ai/tools/defillama,https://api.monid.ai/public/v1/providers/defillama/endpoints/equities/v1/summary,Downstream customer rights not established by this listing,Public metadata only; no paid run
Finance,MarketBeat,marketbeat,/get_competitors,Get competitors,PER_CALL,0.01,0,1,call,true,https://monid.ai/tools/marketbeat,https://api.monid.ai/public/v1/providers/marketbeat/endpoints/get_competitors,Downstream customer rights not established by this listing,Public metadata only; no paid run
Finance,Nasdaq,nasdaq,/get_stock_institutional_holdings,Get institutional holdings,PER_CALL,0.01,0,1,call,true,https://monid.ai/tools/nasdaq,https://api.monid.ai/public/v1/providers/nasdaq/endpoints/get_stock_institutional_holdings,Downstream customer rights not established by this listing,Public metadata only; no paid run
Finance,MarketBeat,marketbeat,/get_marketrank,Get MarketRank score,PER_CALL,0.01,0,1,call,true,https://monid.ai/tools/marketbeat,https://api.monid.ai/public/v1/providers/marketbeat/endpoints/get_marketrank,Downstream customer rights not established by this listing,Public metadata only; no paid run
Finance,StockAnalysis,stockanalysis,/get_market_movers_premarket,Get pre-market movers,PER_CALL,0.01,0,1,call,true,https://monid.ai/tools/stockanalysis,https://api.monid.ai/public/v1/providers/stockanalysis/endpoints/get_market_movers_premarket,Downstream customer rights not established by this listing,Public metadata only; no paid run
Finance,DefiLlama,defillama,/equities/v1/price-history,/equities/v1/price-history,PER_CALL,0.0006,0,1,call,true,https://monid.ai/tools/defillama,https://api.monid.ai/public/v1/providers/defillama/endpoints/equities/v1/price-history,Downstream customer rights not established by this listing,Public metadata only; no paid run
Finance,MarketBeat,marketbeat,/get_stock_headlines,Get stock headlines,PER_CALL,0.01,0,1,call,true,https://monid.ai/tools/marketbeat,https://api.monid.ai/public/v1/providers/marketbeat/endpoints/get_stock_headlines,Downstream customer rights not established by this listing,Public metadata only; no paid run
Finance,SECForm4,secform4,/get_significant_insider_buys,Get significant insider buys,PER_CALL,0.01,0,1,call,true,https://monid.ai/tools/secform4,https://api.monid.ai/public/v1/providers/secform4/endpoints/get_significant_insider_buys,Downstream customer rights not established by this listing,Public metadata only; no paid run
Finance,Nasdaq,nasdaq,/get_market_movers,Get market movers,PER_CALL,0.01,0,1,call,true,https://monid.ai/tools/nasdaq,https://api.monid.ai/public/v1/providers/nasdaq/endpoints/get_market_movers,Downstream customer rights not established by this listing,Public metadata only; no paid run
Finance,Nasdaq,nasdaq,/get_etf_quote,Get ETF quote,PER_CALL,0.01,0,1,call,true,https://monid.ai/tools/nasdaq,https://api.monid.ai/public/v1/providers/nasdaq/endpoints/get_etf_quote,Downstream customer rights not established by this listing,Public metadata only; no paid run
Finance,Nasdaq,nasdaq,/get_cryptocurrency_quote,Get cryptocurrency quote,PER_CALL,0.01,0,1,call,true,https://monid.ai/tools/nasdaq,https://api.monid.ai/public/v1/providers/nasdaq/endpoints/get_cryptocurrency_quote,Downstream customer rights not established by this listing,Public metadata only; no paid run
Finance,Finviz,finviz,/get_stock_news_sentiment,Get news sentiment,PER_CALL,0.01,0,1,call,true,https://monid.ai/tools/finviz,https://api.monid.ai/public/v1/providers/finviz/endpoints/get_stock_news_sentiment,Downstream customer rights not established by this listing,Public metadata only; no paid run
Finance,Nasdaq,nasdaq,/get_stock_news,Get stock news,PER_CALL,0.01,0,1,call,true,https://monid.ai/tools/nasdaq,https://api.monid.ai/public/v1/providers/nasdaq/endpoints/get_stock_news,Downstream customer rights not established by this listing,Public metadata only; no paid run
Finance,StockAnalysis,stockanalysis,/get_stock_statistics,Get stock statistics,PER_CALL,0.01,0,1,call,true,https://monid.ai/tools/stockanalysis,https://api.monid.ai/public/v1/providers/stockanalysis/endpoints/get_stock_statistics,Downstream customer rights not established by this listing,Public metadata only; no paid run
Finance,SECForm4,secform4,/get_institution_holders,Get institutional holders,PER_CALL,0.01,0,1,call,true,https://monid.ai/tools/secform4,https://api.monid.ai/public/v1/providers/secform4/endpoints/get_institution_holders,Downstream customer rights not established by this listing,Public metadata only; no paid run
Finance,StockAnalysis,stockanalysis,/get_ipo_calendar,Get IPO calendar,PER_CALL,0.01,0,1,call,true,https://monid.ai/tools/stockanalysis,https://api.monid.ai/public/v1/providers/stockanalysis/endpoints/get_ipo_calendar,Downstream customer rights not established by this listing,Public metadata only; no paid run
Finance,SECForm4,secform4,/get_insider_buy_sell_ratios,Get insider buy/sell ratios,PER_CALL,0.01,0,1,call,true,https://monid.ai/tools/secform4,https://api.monid.ai/public/v1/providers/secform4/endpoints/get_insider_buy_sell_ratios,Downstream customer rights not established by this listing,Public metadata only; no paid run
Finance,Nasdaq,nasdaq,/get_stock_financials,Get company financials,PER_CALL,0.01,0,1,call,true,https://monid.ai/tools/nasdaq,https://api.monid.ai/public/v1/providers/nasdaq/endpoints/get_stock_financials,Downstream customer rights not established by this listing,Public metadata only; no paid run
Finance,DefiLlama,defillama,/equities/v1/companies-list,/equities/v1/companies-list,PER_CALL,0.0006,0,1,call,true,https://monid.ai/tools/defillama,https://api.monid.ai/public/v1/providers/defillama/endpoints/equities/v1/companies-list,Downstream customer rights not established by this listing,Public metadata only; no paid run
Finance,DefiLlama,defillama,/equities/v1/ohlcv,/equities/v1/ohlcv,PER_CALL,0.0006,0,1,call,true,https://monid.ai/tools/defillama,https://api.monid.ai/public/v1/providers/defillama/endpoints/equities/v1/ohlcv,Downstream customer rights not established by this listing,Public metadata only; no paid run
Finance,Finviz,finviz,/get_market_movers,Get market movers,PER_CALL,0.01,0,1,call,true,https://monid.ai/tools/finviz,https://api.monid.ai/public/v1/providers/finviz/endpoints/get_market_movers,Downstream customer rights not established by this listing,Public metadata only; no paid run
Finance,StockAnalysis,stockanalysis,/get_stock_overview,Get stock overview,PER_CALL,0.01,0,1,call,true,https://monid.ai/tools/stockanalysis,https://api.monid.ai/public/v1/providers/stockanalysis/endpoints/get_stock_overview,Downstream customer rights not established by this listing,Public metadata only; no paid run
Finance,SECForm4,secform4,/get_stock_options,Get insider stock options,PER_CALL,0.01,0,1,call,true,https://monid.ai/tools/secform4,https://api.monid.ai/public/v1/providers/secform4/endpoints/get_stock_options,Downstream customer rights not established by this listing,Public metadata only; no paid run
Finance,MarketBeat,marketbeat,/get_short_interest,Get short interest,PER_CALL,0.01,0,1,call,true,https://monid.ai/tools/marketbeat,https://api.monid.ai/public/v1/providers/marketbeat/endpoints/get_short_interest,Downstream customer rights not established by this listing,Public metadata only; no paid run
Finance,Nasdaq,nasdaq,/get_index_detail,Get index detail,PER_CALL,0.01,0,1,call,true,https://monid.ai/tools/nasdaq,https://api.monid.ai/public/v1/providers/nasdaq/endpoints/get_index_detail,Downstream customer rights not established by this listing,Public metadata only; no paid run
Finance,Nasdaq,nasdaq,/get_stock_short_interest,Get short interest,PER_CALL,0.01,0,1,call,true,https://monid.ai/tools/nasdaq,https://api.monid.ai/public/v1/providers/nasdaq/endpoints/get_stock_short_interest,Downstream customer rights not established by this listing,Public metadata only; no paid run
Finance,Nasdaq,nasdaq,/get_stock_option_chain,Get option chain,PER_CALL,0.01,0,1,call,true,https://monid.ai/tools/nasdaq,https://api.monid.ai/public/v1/providers/nasdaq/endpoints/get_stock_option_chain,Downstream customer rights not established by this listing,Public metadata only; no paid run
Finance,Yahoo Finance,yahoo-finance,/get_quote,Get quote,PER_CALL,0.05,0,1,call,true,https://monid.ai/tools/yahoo-finance,https://api.monid.ai/public/v1/providers/yahoo-finance/endpoints/get_quote,Downstream customer rights not established by this listing,Public metadata only; no paid run
Finance,Nasdaq,nasdaq,/get_retail_trading_activity,Get retail trading activity,PER_CALL,0.01,0,1,call,true,https://monid.ai/tools/nasdaq,https://api.monid.ai/public/v1/providers/nasdaq/endpoints/get_retail_trading_activity,Downstream customer rights not established by this listing,Public metadata only; no paid run
Finance,SECForm4,secform4,/get_insider_buys,Get insider buys,PER_CALL,0.01,0,1,call,true,https://monid.ai/tools/secform4,https://api.monid.ai/public/v1/providers/secform4/endpoints/get_insider_buys,Downstream customer rights not established by this listing,Public metadata only; no paid run
Finance,SECForm4,secform4,/get_company_insider_trading,Get company insider trading,PER_CALL,0.01,0,1,call,true,https://monid.ai/tools/secform4,https://api.monid.ai/public/v1/providers/secform4/endpoints/get_company_insider_trading,Downstream customer rights not established by this listing,Public metadata only; no paid run
Finance,SECForm4,secform4,/get_hedge_fund_portfolio,Get hedge fund portfolio,PER_CALL,0.01,0,1,call,true,https://monid.ai/tools/secform4,https://api.monid.ai/public/v1/providers/secform4/endpoints/get_hedge_fund_portfolio,Downstream customer rights not established by this listing,Public metadata only; no paid run
Finance,Yahoo Finance,yahoo-finance,/search_tickers,Search tickers,PER_CALL,0.05,0,1,call,true,https://monid.ai/tools/yahoo-finance,https://api.monid.ai/public/v1/providers/yahoo-finance/endpoints/search_tickers,Downstream customer rights not established by this listing,Public metadata only; no paid run
Finance,DefiLlama,defillama,/equities/v1/onchain,/equities/v1/onchain,PER_CALL,0.0006,0,1,call,true,https://monid.ai/tools/defillama,https://api.monid.ai/public/v1/providers/defillama/endpoints/equities/v1/onchain,Downstream customer rights not established by this listing,Public metadata only; no paid run
Finance,MarketBeat,marketbeat,/get_profitability_metrics,Get profitability metrics,PER_CALL,0.01,0,1,call,true,https://monid.ai/tools/marketbeat,https://api.monid.ai/public/v1/providers/marketbeat/endpoints/get_profitability_metrics,Downstream customer rights not established by this listing,Public metadata only; no paid run
Finance,SECForm4,secform4,/get_13g_filings,Get 13G filings,PER_CALL,0.01,0,1,call,true,https://monid.ai/tools/secform4,https://api.monid.ai/public/v1/providers/secform4/endpoints/get_13g_filings,Downstream customer rights not established by this listing,Public metadata only; no paid run
Finance,MarketBeat,marketbeat,/get_stock_forecast,Get price forecast,PER_CALL,0.01,0,1,call,true,https://monid.ai/tools/marketbeat,https://api.monid.ai/public/v1/providers/marketbeat/endpoints/get_stock_forecast,Downstream customer rights not established by this listing,Public metadata only; no paid run
Finance,DefiLlama,defillama,/equities/v1/dimensions,/equities/v1/dimensions,PER_CALL,0.0006,0,1,call,true,https://monid.ai/tools/defillama,https://api.monid.ai/public/v1/providers/defillama/endpoints/equities/v1/dimensions,Downstream customer rights not established by this listing,Public metadata only; no paid run
News,Apify,apify,/data_xplorer/google-news-scraper-fast,Search Google News,PER_RESULT,0.006,0,1,result,true,https://monid.ai/tools/apify,https://api.monid.ai/public/v1/providers/apify/endpoints/data_xplorer/google-news-scraper-fast,Downstream customer rights not established by this listing,Public metadata only; no paid run
News,Akta,akta,/v1/industry/search,Akta Industry Search,PER_CALL,0,0,1,call,true,https://monid.ai/tools/akta,https://api.monid.ai/public/v1/providers/akta/endpoints/v1/industry/search,Downstream customer rights not established by this listing,Public metadata only; no paid run
News,Context.dev,context.dev,/news/search,Search Company News,PER_RESULT,9e-05,0,1,result,true,https://monid.ai/tools/context.dev,https://api.monid.ai/public/v1/providers/context.dev/endpoints/news/search,Downstream customer rights not established by this listing,Public metadata only; no paid run
News,Surf,surf,/project/ai-news,Project AI News,PER_CALL,0.012,0,1,call,true,https://monid.ai/tools/surf,https://api.monid.ai/public/v1/providers/surf/endpoints/project/ai-news,Downstream customer rights not established by this listing,Public metadata only; no paid run
News,TinyFish,tinyfish,/search,TinyFish Web Search,PER_CALL,0,0,1,call,true,https://monid.ai/tools/tinyfish,https://api.monid.ai/public/v1/providers/tinyfish/endpoints/search,Downstream customer rights not established by this listing,Public metadata only; no paid run
News,Surf,surf,/search/news,News Article Search,PER_CALL,0.006,0,1,call,true,https://monid.ai/tools/surf,https://api.monid.ai/public/v1/providers/surf/endpoints/search/news,Downstream customer rights not established by this listing,Public metadata only; no paid run
News,Akta,akta,/v1/company/enrichment,Akta Company Enrichment,PER_RESULT,0.125,0,1,result,true,https://monid.ai/tools/akta,https://api.monid.ai/public/v1/providers/akta/endpoints/v1/company/enrichment,Downstream customer rights not established by this listing,Public metadata only; no paid run
News,Surf,surf,/news/feed,Crypto News Feed,PER_CALL,0.006,0,1,call,true,https://monid.ai/tools/surf,https://api.monid.ai/public/v1/providers/surf/endpoints/news/feed,Downstream customer rights not established by this listing,Public metadata only; no paid run
News,Akta,akta,/v1/news,Akta News,PER_RESULT,0.0005,0.005,1,result,true,https://monid.ai/tools/akta,https://api.monid.ai/public/v1/providers/akta/endpoints/v1/news,Downstream customer rights not established by this listing,Public metadata only; no paid run
News,Apollo,apollo,/news_articles/search,Apollo News Articles Search,PER_CALL,0.05,0,1,call,true,https://monid.ai/tools/apollo,https://api.monid.ai/public/v1/providers/apollo/endpoints/news_articles/search,Downstream customer rights not established by this listing,Public metadata only; no paid run
News,Akta,akta,/v1/company/search,Akta Company Search,PER_CALL,0,0,1,call,true,https://monid.ai/tools/akta,https://api.monid.ai/public/v1/providers/akta/endpoints/v1/company/search,Downstream customer rights not established by this listing,Public metadata only; no paid run
News,Akta,akta,/v1/company/employee-reviews,Akta Employee Reviews,PER_UNIT,0.075,0,50,result,true,https://monid.ai/tools/akta,https://api.monid.ai/public/v1/providers/akta/endpoints/v1/company/employee-reviews,Downstream customer rights not established by this listing,Public metadata only; no paid run
News,Surf,surf,/news/detail,News Article Detail,PER_CALL,0.006,0,1,call,true,https://monid.ai/tools/surf,https://api.monid.ai/public/v1/providers/surf/endpoints/news/detail,Downstream customer rights not established by this listing,Public metadata only; no paid run
News,Akta,akta,/v1/company/product-reviews,Akta Product Reviews,PER_UNIT,0.075,0,50,result,true,https://monid.ai/tools/akta,https://api.monid.ai/public/v1/providers/akta/endpoints/v1/company/product-reviews,Downstream customer rights not established by this listing,Public metadata only; no paid run
News,TikHub,tikhub,/api/v1/toutiao/app/get_user_info,/api/v1/toutiao/app/get_user_info,PER_CALL,0.0015,0,1,call,false,https://monid.ai/tools/tikhub,https://api.monid.ai/public/v1/providers/tikhub/endpoints/api/v1/toutiao/app/get_user_info,Downstream customer rights not established by this listing,Public metadata only; no paid run
News,Gloria,api.itsgloria.ai,/news-ticker-summary,News Ticker Summary,PER_CALL,0.0341,0,1,call,false,https://monid.ai/tools/api.itsgloria.ai,https://api.monid.ai/public/v1/providers/api.itsgloria.ai/endpoints/news-ticker-summary,Downstream customer rights not established by this listing,Public metadata only; no paid run
News,TikHub,tikhub,/api/v1/toutiao/app/get_user_id,/api/v1/toutiao/app/get_user_id,PER_CALL,0.0015,0,1,call,false,https://monid.ai/tools/tikhub,https://api.monid.ai/public/v1/providers/tikhub/endpoints/api/v1/toutiao/app/get_user_id,Downstream customer rights not established by this listing,Public metadata only; no paid run
News,Gloria,api.itsgloria.ai,/pm-scorings,Pm Scorings,PER_CALL,0.11,0,1,call,false,https://monid.ai/tools/api.itsgloria.ai,https://api.monid.ai/public/v1/providers/api.itsgloria.ai/endpoints/pm-scorings,Downstream customer rights not established by this listing,Public metadata only; no paid run
News,TikHub,tikhub,/api/v1/toutiao/web/get_article_info,/api/v1/toutiao/web/get_article_info,PER_CALL,0.0015,0,1,call,false,https://monid.ai/tools/tikhub,https://api.monid.ai/public/v1/providers/tikhub/endpoints/api/v1/toutiao/web/get_article_info,Downstream customer rights not established by this listing,Public metadata only; no paid run
News,TikHub,tikhub,/api/v1/toutiao/web/get_video_info,/api/v1/toutiao/web/get_video_info,PER_CALL,0.0015,0,1,call,false,https://monid.ai/tools/tikhub,https://api.monid.ai/public/v1/providers/tikhub/endpoints/api/v1/toutiao/web/get_video_info,Downstream customer rights not established by this listing,Public metadata only; no paid run
News,Gloria,api.itsgloria.ai,/news,News,PER_CALL,0.033,0,1,call,false,https://monid.ai/tools/api.itsgloria.ai,https://api.monid.ai/public/v1/providers/api.itsgloria.ai/endpoints/news,Downstream customer rights not established by this listing,Public metadata only; no paid run
News,TikHub,tikhub,/api/v1/toutiao/app/get_comments,/api/v1/toutiao/app/get_comments,PER_CALL,0.0015,0,1,call,false,https://monid.ai/tools/tikhub,https://api.monid.ai/public/v1/providers/tikhub/endpoints/api/v1/toutiao/app/get_comments,Downstream customer rights not established by this listing,Public metadata only; no paid run
News,Gloria,api.itsgloria.ai,/recaps,Recaps,PER_CALL,0.11,0,1,call,false,https://monid.ai/tools/api.itsgloria.ai,https://api.monid.ai/public/v1/providers/api.itsgloria.ai/endpoints/recaps,Downstream customer rights not established by this listing,Public metadata only; no paid run
News,TikHub,tikhub,/api/v1/toutiao/app/get_video_info,/api/v1/toutiao/app/get_video_info,PER_CALL,0.0015,0,1,call,false,https://monid.ai/tools/tikhub,https://api.monid.ai/public/v1/providers/tikhub/endpoints/api/v1/toutiao/app/get_video_info,Downstream customer rights not established by this listing,Public metadata only; no paid run
News,Gloria,api.itsgloria.ai,/news-by-keyword,News By Keyword,PER_CALL,0.055,0,1,call,false,https://monid.ai/tools/api.itsgloria.ai,https://api.monid.ai/public/v1/providers/api.itsgloria.ai/endpoints/news-by-keyword,Downstream customer rights not established by this listing,Public metadata only; no paid run
News,TikHub,tikhub,/api/v1/toutiao/app/get_article_info,/api/v1/toutiao/app/get_article_info,PER_CALL,0.0015,0,1,call,false,https://monid.ai/tools/tikhub,https://api.monid.ai/public/v1/providers/tikhub/endpoints/api/v1/toutiao/app/get_article_info,Downstream customer rights not established by this listing,Public metadata only; no paid run
